id_luminaria,fecha_instalacion,horas_uso_acumuladas,porcentaje_vida_consumida,vida_util_real_calculada,ciclos_acumulados,temperatura_promedio_c,humedad_promedio_pct,voltaje_promedio_v,dias_restantes_estimados,dias_restantes_predichos,horas_restantes_estimadas,nivel_riesgo,prioridad_mantenimiento,estado_actual,fecha_falla,fecha_cambio,motivo_cambio,prob_falla_alto,prob_falla_medio,prob_falla_bajo
LED-01148,2019-12-19,26952,67.66,39835,13476,22.228673611499534,64.31811544780483,222.41312423476148,1074.0,1041.1772647375728,12883,BAJO,4,OPERATIVO,,,,0.0,0.0,1.0
LED-01149,2021-06-27,20280,56.75,35732,10140,25.152796288849277,67.59612802391628,218.33093954361075,1288.0,1351.9807203209134,15452,BAJO,4,OPERATIVO,,,,0.0,0.0,1.0
LED-01150,2021-06-10,20484,49.56,41329,10242,20.93735700556018,56.26899926863237,218.8886047917628,1737.0,1713.0201429544825,20845,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-01151,2021-06-20,40728,92.19,44179,10182,23.64397321547699,60.15337810764598,220.366046878104,144.0,148.0146325729501,3451,ALTO,2,OPERATIVO,,,,0.0307606634997603,0.0041803857008466,0.9650589507993932
LED-01152,2019-10-04,55728,182.86,30475,13932,23.40103908675536,52.52344851689388,222.38407406917037,-1052.0,,-25253,REEMPLAZADO,0,REEMPLAZADO,2022-12-14,2022-12-17,FALLA,0.0,0.0,0.0
LED-01153,2020-07-24,48672,171.72,28343,12168,25.15809589609996,43.526717473628096,223.94133520769043,-847.0,,-20329,REEMPLAZADO,0,REEMPLAZADO,2023-08-13,2023-08-18,FALLA,0.0,0.0,0.0
LED-01154,2021-08-20,39264,96.19,40819,9816,20.248591083560903,60.0405835753768,219.06009388505785,65.0,64.33893440077853,1555,ALTO,2,OPERATIVO,,,,0.0469781407806847,0.667749777411798,0.2852720818075173
LED-01155,2020-07-28,48576,102.52,47383,12144,22.998363189749803,50.0935105545253,219.2672495515277,-50.0,,-1193,REEMPLAZADO,0,REEMPLAZADO,2025-04-19,2025-04-23,FALLA,0.0,0.0,0.0
LED-01156,2022-11-15,28416,68.51,41474,7104,25.21532886270306,51.91560658951386,219.4716758298462,544.0,538.2956097850858,13058,BAJO,4,OPERATIVO,,,,0.0,0.0,1.0
LED-01157,2022-05-03,33120,125.64,26361,8280,21.50426925358117,65.83100199916721,221.39517844135773,-282.0,-430.9888503502863,-6759,ALTO,1,OPERATIVO,,,,0.7964565957163515,0.0688986810574355,0.1346447232262129
LED-01158,2023-06-17,23280,74.23,31362,5820,22.10747597700656,59.5181956975631,223.33812447543,337.0,340.10337213841274,8082,MEDIO,3,OPERATIVO,,,,0.0134421534585764,0.0041803857008466,0.9823774608405768
LED-01159,2020-12-27,44928,110.06,40821,11232,20.60464906015209,69.50791899216323,222.0041069783024,-171.0,,-4107,REEMPLAZADO,0,REEMPLAZADO,2025-04-24,2025-04-25,FALLA,0.0,0.0,0.0
LED-01160,2020-07-13,48936,134.59,36359,12234,18.45066622239392,40.71652573957428,220.7001454371668,-524.0,,-12577,REEMPLAZADO,0,REEMPLAZADO,2024-05-23,2024-05-30,FALLA,0.0,0.0,0.0
LED-01161,2021-06-17,40800,116.73,34953,10200,22.116568930142403,46.00462633748101,219.91753655756,-244.0,,-5847,REEMPLAZADO,0,REEMPLAZADO,2025-03-16,2025-03-23,FALLA,0.0,0.0,0.0
LED-01162,2022-03-14,34320,143.31,23948,8580,18.58596483285912,64.36951998142357,222.51445539927207,-432.0,,-10372,REEMPLAZADO,0,REEMPLAZADO,2024-07-28,2024-07-31,FALLA,0.0,0.0,0.0
LED-01163,2022-09-19,29784,63.83,46662,7446,23.13822530805692,41.15084664363924,221.7287865359407,703.0,714.7836658636933,16878,BAJO,4,OPERATIVO,,,,0.0,0.0,1.0
LED-01164,2022-12-14,27720,55.88,49609,6930,20.860106627417892,48.32280204402937,221.8568123009725,912.0,910.635362023323,21889,BAJO,4,OPERATIVO,,,,0.0,0.0,1.0
LED-01165,2019-11-19,54624,117.07,46660,13656,25.062691925424637,55.83436324886863,221.1057789703878,-332.0,,-7964,REEMPLAZADO,0,REEMPLAZADO,2024-10-17,2024-10-24,FALLA,0.0,0.0,0.0
LED-01166,2023-07-01,22944,51.81,44282,5736,25.717523830627687,42.20690062647297,218.3206076143461,889.0,865.9962152666156,21338,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-01167,2023-03-18,25464,59.66,42681,6366,18.7492596208598,63.04268135256,222.48334787053156,717.0,714.9285792780022,17217,BAJO,4,OPERATIVO,,,,0.0052022577610536,0.0128936209949643,0.981904121243982
LED-01168,2023-05-26,23808,51.42,46299,5952,24.70273104724415,42.1707177322398,223.2866308901394,937.0,915.062235990792,22491,BAJO,5,OPERATIVO,,,,0.0,0.0093123772102161,0.990687622789784
LED-01169,2019-10-26,55200,116.51,47377,13800,23.51627367124332,50.319389089491104,219.6635504980951,-326.0,,-7823,REEMPLAZADO,0,REEMPLAZADO,2024-09-13,2024-09-18,FALLA,0.0,0.0,0.0
LED-01170,2023-04-25,24552,81.83,30002,6138,23.15775981905454,50.65868929657957,218.29496497493028,227.0,228.7975874420115,5450,MEDIO,3,OPERATIVO,,,,0.0,0.0193342243616761,0.9806657756383238
LED-01171,2023-05-04,24336,56.1,43378,6084,24.72628057551292,41.00279599279665,220.20051245855564,793.0,806.1001656999248,19042,BAJO,4,OPERATIVO,,,,0.0,0.0,1.0
LED-01172,2022-04-10,33672,92.3,36482,8418,25.63305313256858,46.69766203208083,223.5338466529015,117.0,,2810,REEMPLAZADO,0,REEMPLAZADO,2025-11-06,2025-11-09,FALLA,0.0,0.0,0.0
LED-01173,2023-04-09,24936,59.32,42035,6234,18.042791909553785,62.447164185427,223.4183039186151,712.0,703.0294997800976,17099,BAJO,4,OPERATIVO,,,,0.0052022577610536,0.0128936209949643,0.981904121243982
LED-01174,2021-12-18,36384,91.14,39922,9096,25.469431249063483,56.27159680571316,221.1647387823304,147.0,,3538,REEMPLAZADO,0,REEMPLAZADO,2026-01-31,2026-02-04,FALLA,0.0,0.0,0.0
LED-01175,2020-05-10,50472,110.52,45668,12618,22.830041150700904,44.917951628596086,222.41572136309108,-200.0,,-4804,REEMPLAZADO,0,REEMPLAZADO,2024-11-01,2024-11-06,FALLA,0.0,0.0,0.0
LED-01176,2020-03-26,51552,123.24,41830,12888,19.37018728532992,62.249134558528624,219.81584204382088,-405.0,,-9722,REEMPLAZADO,0,REEMPLAZADO,2024-08-29,2024-09-04,FALLA,0.0,0.0,0.0
LED-01177,2021-10-15,37920,124.35,30493,9480,19.977648589911013,62.45125748284548,219.57221002704125,-309.0,,-7427,REEMPLAZADO,0,REEMPLAZADO,2024-12-08,2024-12-12,FALLA,0.0,0.0,0.0
LED-01178,2022-10-13,29208,62.11,47026,7302,19.57153052178229,58.41537835023173,218.52630585031977,742.0,735.5947198759382,17818,BAJO,4,OPERATIVO,,,,0.0052022577610536,0.0228936209949643,0.971904121243982
LED-01179,2020-08-30,47784,107.74,44352,11946,21.024199595475217,43.08838434100858,222.3141369226016,-143.0,,-3432,REEMPLAZADO,0,REEMPLAZADO,2025-02-23,2025-02-25,FALLA,0.0,0.0,0.0
LED-01180,2021-11-25,36936,102.71,35960,9234,20.59550582908053,50.02646011780344,218.1544544584833,-41.0,,-976,REEMPLAZADO,0,REEMPLAZADO,2025-07-09,2025-07-10,FALLA,0.0,0.0,0.0
LED-01181,2020-06-18,49536,96.86,51144,12384,18.246596949594963,66.37613012756148,218.07806128055523,67.0,,1608,REEMPLAZADO,0,REEMPLAZADO,2025-10-07,2025-10-14,FALLA,0.0,0.0,0.0
LED-01182,2022-08-09,30768,95.79,32120,7692,25.39374747874128,40.7317297933029,221.48854936921447,56.0,,1352,REEMPLAZADO,0,REEMPLAZADO,2025-11-18,2025-11-19,FALLA,0.0,0.0,0.0
LED-01183,2021-03-11,43152,151.33,28514,10788,18.00573486965264,68.10560290273045,218.98715223435687,-610.0,,-14638,REEMPLAZADO,0,REEMPLAZADO,2024-04-06,2024-04-08,FALLA,0.0,0.0,0.0
LED-01184,2023-04-28,24480,60.33,40579,6120,18.302561092416283,43.69156370770975,223.91809953766497,671.0,667.8055938935486,16099,BAJO,4,OPERATIVO,,,,0.0,0.0087132352941176,0.9912867647058824
LED-01185,2019-12-24,53784,188.37,28551,13446,20.05561839606776,40.62728537005705,219.3385401106721,-1051.0,,-25233,REEMPLAZADO,0,REEMPLAZADO,2023-02-09,2023-02-12,FALLA,0.0,0.0,0.0
LED-01186,2020-08-23,47952,137.01,34998,11988,19.83934696689306,55.47837635576271,219.52096251954316,-540.0,,-12954,REEMPLAZADO,0,REEMPLAZADO,2024-04-05,2024-04-08,FALLA,0.0,0.0,0.0
LED-01187,2021-04-02,42624,161.58,26379,10656,21.613111964150704,65.70189839517693,223.6645687155822,-677.0,,-16245,REEMPLAZADO,0,REEMPLAZADO,2024-02-04,2024-02-10,FALLA,0.0,0.0,0.0
LED-01188,2021-11-26,36912,78.88,46792,9228,18.76045229466052,46.01407143299077,220.48079460026096,412.0,392.2698698193736,9880,MEDIO,3,OPERATIVO,,,,0.0258942988198288,0.0275398675505577,0.9465658336296134
LED-01189,2020-07-27,48600,115.8,41967,12150,23.534911265286755,51.4920810917952,223.2145944123484,-276.0,,-6633,REEMPLAZADO,0,REEMPLAZADO,2025-01-06,2025-01-13,FALLA,0.0,0.0,0.0
LED-01190,2022-04-28,33240,86.83,38282,8310,18.537925072416293,53.94068405335495,222.9244150448944,210.0,220.1659869020237,5042,MEDIO,3,OPERATIVO,,,,0.0,0.0261241064249117,0.9738758935750882
LED-01191,2019-08-14,56952,108.77,52359,14238,20.42575637374873,60.939714144933774,222.74155942365016,-191.0,,-4593,REEMPLAZADO,0,REEMPLAZADO,2024-09-14,2024-09-20,FALLA,0.0,0.0,0.0
LED-01192,2020-12-27,44928,93.3,48152,11232,21.28418227481142,46.94046139600452,218.81822663017675,134.0,,3224,REEMPLAZADO,0,REEMPLAZADO,2025-12-16,2025-12-20,FALLA,0.0,0.0,0.0
LED-01193,2020-06-07,49800,149.82,33239,12450,20.862729269132267,40.253544881873815,223.03524771823675,-690.0,,-16561,REEMPLAZADO,0,REEMPLAZADO,2023-10-29,2023-10-30,FALLA,0.0,0.0,0.0
LED-01194,2021-04-01,42648,86.54,49281,10662,25.136594808748967,56.06565748257891,221.26157344946776,276.0,265.8936696025416,6633,MEDIO,2,OPERATIVO,,,,0.0,0.0093123772102161,0.990687622789784
LED-01195,2022-11-01,28752,73.3,39226,7188,18.432381018797813,53.71691258858633,221.29773380663624,436.0,438.09535134060735,10474,MEDIO,3,OPERATIVO,,,,0.0096012153437143,0.0,0.9903987846562856
LED-01196,2022-02-26,34704,60.69,57178,8676,24.58118341755112,46.30142011876209,220.3645018910602,936.0,946.297851526112,22474,BAJO,4,OPERATIVO,,,,0.0098827208756841,0.0,0.9901172791243158
LED-01197,2019-12-17,53952,133.42,40437,13488,21.53227208303117,54.718407276945975,223.09260551168788,-563.0,,-13515,REEMPLAZADO,0,REEMPLAZADO,2024-05-11,2024-05-17,FALLA,0.0,0.0,0.0
LED-01198,2021-01-23,44280,114.77,38581,11070,25.07941397475973,57.31061205071675,219.32688566066412,-237.0,,-5699,REEMPLAZADO,0,REEMPLAZADO,2024-12-13,2024-12-19,FALLA,0.0,0.0,0.0
LED-01199,2023-01-25,26712,62.83,42511,6678,19.042813437718333,63.88205576190812,220.36865190063008,658.0,654.9950498125534,15799,BAJO,3,OPERATIVO,,,,0.0,0.0,1.0
LED-01200,2022-07-08,31536,76.08,41451,7884,21.303289516713704,56.12481261019703,218.295797974455,413.0,403.8346177205008,9915,MEDIO,3,OPERATIVO,,,,0.0,0.0,1.0
LED-01201,2021-06-21,40704,99.23,41020,10176,23.696575937983443,45.353520222951246,218.47752888423224,13.0,,316,REEMPLAZADO,0,REEMPLAZADO,2025-11-03,2025-11-06,FALLA,0.0,0.0,0.0
LED-01202,2020-03-16,51792,107.75,48066,12948,24.907931603702547,63.17567775287633,219.01300163991544,-155.0,,-3726,REEMPLAZADO,0,REEMPLAZADO,2025-06-22,2025-06-26,FALLA,0.0,0.0,0.0
LED-01203,2023-03-06,25752,50.93,50567,6438,20.10006883413235,43.65667636241077,221.0585424014052,1034.0,1017.0685538481116,24815,BAJO,4,OPERATIVO,,,,0.0,0.0,1.0
LED-01204,2020-04-16,51048,99.89,51104,12762,20.90811565895413,59.23018171962104,223.40755524677937,2.0,,56,REEMPLAZADO,0,REEMPLAZADO,2025-08-09,2025-08-11,FALLA,0.0,0.0,0.0
LED-01205,2020-06-14,49632,122.85,40399,12408,25.45530186077965,48.36615778782895,223.70126723519255,-385.0,,-9233,REEMPLAZADO,0,REEMPLAZADO,2024-10-21,2024-10-25,FALLA,0.0,0.0,0.0
LED-01206,2022-06-01,32424,83.23,38954,8106,18.45706175474664,66.81322563285835,221.17885434242032,272.0,262.6855912973468,6530,MEDIO,2,OPERATIVO,,,,0.0,0.0082867132867132,0.9917132867132866
LED-01207,2021-09-20,38520,88.23,43657,9630,20.51946581967146,43.86936723781496,220.81076742252253,214.0,223.4490477042268,5137,MEDIO,2,OPERATIVO,,,,0.0,0.0098976821883482,0.9901023178116516
LED-01208,2023-07-02,22920,46.38,49412,5730,20.199165266056703,40.98399622830688,220.522012335173,1104.0,1164.307488263824,26492,BAJO,4,OPERATIVO,,,,0.0,0.0,1.0
LED-01209,2022-07-09,31512,73.43,42916,7878,19.229994496823345,67.65180008354984,222.54481430433864,475.0,470.9406904574013,11404,MEDIO,3,OPERATIVO,,,,0.0,0.0,1.0
LED-01210,2022-12-05,27936,67.47,41404,6984,19.60271856877154,46.33020075122578,222.12975799056352,561.0,543.1391972051399,13468,BAJO,3,OPERATIVO,,,,0.0,0.0,1.0
LED-01211,2020-11-25,45696,104.79,43606,11424,24.33751950620196,65.1586538859417,221.9286545077056,-87.0,,-2090,REEMPLAZADO,0,REEMPLAZADO,2025-06-03,2025-06-09,FALLA,0.0,0.0,0.0
LED-01212,2019-09-08,56352,182.7,30844,14088,18.934432861871617,48.19478861109835,219.2571153458752,-1063.0,,-25508,REEMPLAZADO,0,REEMPLAZADO,2022-10-27,2022-11-02,FALLA,0.0,0.0,0.0
LED-01213,2022-06-10,32208,69.03,46660,8052,23.49826403530502,42.87262595990073,223.5354344294348,602.0,609.0258574464561,14452,BAJO,3,OPERATIVO,,,,0.0,0.0,1.0
LED-01214,2022-03-30,33936,73.83,45965,8484,24.052308667962453,47.72096375204902,222.16105902227795,501.0,496.2595909419933,12029,MEDIO,3,OPERATIVO,,,,0.0,0.0,1.0
LED-01215,2021-12-31,36072,66.29,54412,9018,24.177922207146214,54.196395606531965,221.7063615443708,764.0,773.0189804247067,18340,BAJO,3,OPERATIVO,,,,0.0,0.0,1.0
LED-01216,2020-08-05,48384,116.25,41621,12096,24.734469672230556,64.04056174810745,220.46302892809013,-282.0,,-6763,REEMPLAZADO,0,REEMPLAZADO,2024-12-08,2024-12-10,FALLA,0.0,0.0,0.0
LED-01217,2021-11-09,37320,87.08,42857,9330,24.44877398368598,50.60432425385136,221.8532578220162,231.0,240.3572231226298,5537,MEDIO,2,OPERATIVO,,,,0.0092330168005843,0.0,0.9907669831994156
LED-01218,2020-09-16,47376,126.96,37316,11844,18.791748987269656,48.14144185238754,223.13065653198464,-419.0,,-10060,REEMPLAZADO,0,REEMPLAZADO,2024-10-07,2024-10-08,FALLA,0.0,0.0,0.0
LED-01219,2020-12-21,45072,103.91,43375,11268,23.640506273643037,53.52959507945031,218.60451706375747,-71.0,,-1697,REEMPLAZADO,0,REEMPLAZADO,2025-03-15,2025-03-16,FALLA,0.0,0.0,0.0
LED-01220,2020-12-14,45240,94.66,47792,11310,19.10922023290643,43.81935636240175,219.0540337878115,106.0,104.97615780798584,2552,MUY ALTO,1,OPERATIVO,,,,0.0,0.0197131147540983,0.9802868852459016
LED-01221,2021-10-16,37896,90.1,42060,9474,19.87587205426536,54.419440849372265,221.31097240120505,174.0,,4164,REEMPLAZADO,0,REEMPLAZADO,2026-01-29,2026-02-05,FALLA,0.0,0.0,0.0
LED-01222,2021-07-04,40392,102.61,39362,10098,19.358067985657087,68.96959524299237,218.08913673504503,-43.0,,-1030,REEMPLAZADO,0,REEMPLAZADO,2025-11-16,2025-11-19,FALLA,0.0,0.0,0.0
LED-01223,2023-05-01,24408,70.8,34476,6102,21.48471326410167,52.445405509047845,222.39634049247985,420.0,435.18141983648667,10068,MEDIO,3,OPERATIVO,,,,0.0,0.0,1.0
LED-01224,2022-05-06,33048,74.31,44473,8262,19.999671849915963,58.2858552926219,221.51116871235712,476.0,472.6692111518352,11425,MEDIO,3,OPERATIVO,,,,0.0,0.0,1.0
LED-01225,2023-06-30,22968,54.83,41893,5742,19.71040968530186,43.16540939203603,222.09841745114076,789.0,785.0415825374736,18925,BAJO,4,OPERATIVO,,,,0.0,0.0,1.0
LED-01226,2020-04-23,50880,149.72,33984,12720,23.83742730917793,41.56137516268394,223.30547104357373,-704.0,-699.6457690147998,-16896,MUY ALTO,1,OPERATIVO,,,,0.9984119649770206,0.0,0.0015880350229795
LED-01227,2021-03-30,42696,96.25,44360,10674,22.25843491078533,67.1596548512827,218.49823254686112,69.0,72.71488771135944,1664,MUY ALTO,1,OPERATIVO,,,,0.0763980525222393,0.8310370105139552,0.0925649369638054
LED-01228,2022-06-27,31800,62.9,50556,7950,22.67805446669844,64.486835555884,223.92957269085912,782.0,786.5427834062294,18756,BAJO,3,OPERATIVO,,,,0.0,0.0,1.0
LED-01229,2021-06-16,40824,91.35,44688,10206,19.588342870945613,54.84485369864261,222.45386147320235,161.0,165.81775475662306,3864,MUY ALTO,2,OPERATIVO,,,,0.0,0.0098544698544698,0.9901455301455302
LED-01230,2022-03-17,34248,75.33,45464,8562,20.441716241030875,69.2122774611548,221.98017566573893,467.0,485.973106053071,11216,MEDIO,3,OPERATIVO,,,,0.0,0.0094422310756972,0.9905577689243028
LED-01231,2019-12-01,54336,146.04,37205,13584,22.23867111169656,48.699621779324254,221.7734308695417,-714.0,,-17131,REEMPLAZADO,0,REEMPLAZADO,2023-08-14,2023-08-18,FALLA,0.0,0.0,0.0
LED-01232,2021-09-10,38760,114.06,33982,9690,18.001943475476104,43.80808173022529,223.60169226701055,-199.0,,-4778,REEMPLAZADO,0,REEMPLAZADO,2025-02-16,2025-02-17,FALLA,0.0,0.0,0.0
LED-01233,2020-11-05,46176,101.63,45437,11544,20.98884527627247,60.443818375515136,218.3812143345435,-31.0,,-739,REEMPLAZADO,0,REEMPLAZADO,2025-11-27,2025-12-02,FALLA,0.0,0.0,0.0
LED-01234,2019-12-27,53712,133.09,40357,13428,22.31184699560097,48.63638510004534,218.72162577877165,-556.0,-514.8598200736984,-13355,MUY ALTO,1,OPERATIVO,,,,0.9895796852733828,0.0097131147540983,0.0007071999725188
LED-01235,2021-01-01,44808,92.42,48484,11202,18.177622503902803,49.11171554895478,223.5264169177975,153.0,153.50749746125908,3676,MUY ALTO,1,OPERATIVO,,,,0.0099475341028331,0.0296131987997207,0.9604392670974462
LED-01236,2021-08-11,39480,73.58,53653,9870,22.27376327944998,64.71405249761614,218.61888056527016,591.0,594.6552604124654,14173,MEDIO,3,OPERATIVO,,,,0.0097681607418856,0.0084946236559139,0.9817372156022004
LED-01237,2020-07-09,49032,98.76,49646,12258,25.702278463845857,43.79967618541582,220.52378142127293,26.0,,614,REEMPLAZADO,0,REEMPLAZADO,2025-11-28,2025-12-04,FALLA,0.0,0.0,0.0
LED-01238,2020-07-18,48816,121.52,40171,12204,18.41814934049277,60.566158616878695,220.61728650272028,-360.0,,-8645,REEMPLAZADO,0,REEMPLAZADO,2024-08-27,2024-08-30,FALLA,0.0,0.0,0.0
LED-01239,2023-04-04,25056,59.42,42164,6264,20.387605289182083,59.14278177389357,219.72891281466443,713.0,704.42657476885,17108,BAJO,4,OPERATIVO,,,,0.0,0.0,1.0
LED-01240,2023-03-03,25824,62.95,41023,6456,18.322601917767606,42.84305413103782,218.04072904414156,633.0,620.947230685639,15199,BAJO,3,OPERATIVO,,,,0.0,0.0,1.0
LED-01241,2019-11-03,55008,144.31,38118,13752,24.987131663273757,51.84970811647098,220.01005141974616,-704.0,,-16890,REEMPLAZADO,0,REEMPLAZADO,2023-09-28,2023-10-03,FALLA,0.0,0.0,0.0
LED-01242,2023-07-20,22488,53.14,42319,5622,20.53347484813541,60.31911877894423,219.7374962280244,826.0,819.4224700948565,19831,BAJO,4,OPERATIVO,,,,0.0,0.0,1.0
LED-01243,2020-01-19,53160,129.89,40926,13290,21.018015885725564,59.922223635995024,219.5305233345284,-510.0,,-12234,REEMPLAZADO,0,REEMPLAZADO,2024-08-02,2024-08-06,FALLA,0.0,0.0,0.0
LED-01244,2019-08-15,56928,124.16,45852,14232,19.261288214375263,45.22031344048373,222.5645558503217,-462.0,,-11076,REEMPLAZADO,0,REEMPLAZADO,2024-04-09,2024-04-14,FALLA,0.0,0.0,0.0
LED-01245,2022-05-12,32904,70.55,46637,8226,22.502641897716824,49.401030833718345,219.7706531611057,572.0,569.1935471990884,13733,MEDIO,3,OPERATIVO,,,,0.0,0.0093123772102161,0.9906876227897838
LED-01246,2021-06-29,40512,91.55,44253,10128,19.540653059668223,42.92856281605447,223.38677483835212,156.0,165.357774117604,3741,MUY ALTO,2,OPERATIVO,,,,0.0,0.0094422310756972,0.9905577689243028
LED-01247,2020-01-04,53520,106.65,50183,13380,22.201126814157035,46.08980677573592,220.71121426791368,-139.0,,-3337,REEMPLAZADO,0,REEMPLAZADO,2025-04-24,2025-04-28,FALLA,0.0,0.0,0.0
LED-01248,2020-02-17,52464,152.69,34359,13116,22.38417197783308,61.082148978687606,222.7562204346845,-754.0,,-18105,REEMPLAZADO,0,REEMPLAZADO,2023-07-05,2023-07-12,FALLA,0.0,0.0,0.0
LED-01249,2019-11-21,54576,158.26,34483,13644,21.293981340721945,49.9885074088712,222.0164723855219,-837.0,,-20093,REEMPLAZADO,0,REEMPLAZADO,2023-03-30,2023-04-02,FALLA,0.0,0.0,0.0
LED-01250,2023-07-20,22488,49.38,45539,5622,25.30564769451338,63.93407116625824,223.5287464172992,960.0,948.161831028066,23051,BAJO,4,OPERATIVO,,,,0.0,0.0,1.0
LED-01251,2021-04-12,42384,107.31,39495,10596,22.90966375634998,63.80612206686493,218.5135973169366,-120.0,,-2889,REEMPLAZADO,0,REEMPLAZADO,2025-09-06,2025-09-12,FALLA,0.0,0.0,0.0
LED-01252,2020-08-13,48192,87.3,55203,12048,18.17589217631459,64.50633957681349,218.08369411215148,292.0,288.16822286066974,7011,MEDIO,2,OPERATIVO,,,,0.02,0.008943396226415,0.9710566037735848
LED-01253,2020-07-31,48504,127.61,38010,12126,18.863699584886685,42.08937603244797,221.5336161353753,-437.0,,-10494,REEMPLAZADO,0,REEMPLAZADO,2024-06-16,2024-06-22,FALLA,0.0,0.0,0.0
LED-01254,2023-06-28,23016,50.98,45150,5754,22.07788408003149,52.673373700926376,220.38852306941735,922.0,922.5413009554544,22134,BAJO,4,OPERATIVO,,,,0.0,0.0,1.0
LED-01255,2019-09-03,56472,109.59,51528,14118,18.59608369454912,55.3117816404612,223.81663625405528,-206.0,,-4944,REEMPLAZADO,0,REEMPLAZADO,2024-09-05,2024-09-09,FALLA,0.0,0.0,0.0
LED-01256,2022-07-31,30984,87.17,35545,7746,24.1705851457348,65.24319279868735,221.70616751713155,190.0,206.9257461067927,4561,MEDIO,2,OPERATIVO,,,,0.0,0.0,1.0
LED-01257,2023-01-17,26904,56.82,47352,6726,20.072281152826772,61.26030159896521,219.28912763855,852.0,841.910987121456,20448,BAJO,4,OPERATIVO,,,,0.0,0.0,1.0
LED-01258,2022-03-27,34008,78.97,43064,8502,19.4290310140344,50.13243990204542,220.51069698305275,377.0,380.4113973569935,9056,MEDIO,2,OPERATIVO,,,,0.0,0.0,1.0
LED-01259,2020-08-19,48048,171.8,27968,12012,21.16595863877884,48.96016472162649,223.20164625698308,-837.0,,-20080,REEMPLAZADO,0,REEMPLAZADO,2023-08-06,2023-08-12,FALLA,0.0,0.0,0.0
LED-01260,2021-08-07,39576,73.07,54164,9894,21.959862357699688,43.927937563803326,222.17732861672764,608.0,598.1246684892483,14588,MEDIO,3,OPERATIVO,,,,0.0,0.0,1.0
LED-01261,2021-05-12,41664,97.86,42572,10416,19.007525128380003,67.0929252114793,223.18538361356931,38.0,38.70277700383226,908,MUY ALTO,1,OPERATIVO,,,,0.0267127948116688,0.8616120991732056,0.1116751060151255
LED-01262,2021-04-23,42120,108.1,38962,10530,24.42460513870196,52.95415302357736,222.7148509054661,-132.0,,-3158,REEMPLAZADO,0,REEMPLAZADO,2025-06-11,2025-06-18,FALLA,0.0,0.0,0.0
LED-01263,2022-03-22,34128,70.27,48567,8532,24.280574892508103,64.64733075282514,221.32693468592703,602.0,619.539940420785,14439,MEDIO,3,OPERATIVO,,,,0.0,0.0,1.0
LED-01264,2022-04-27,33264,90.11,36913,8316,25.74458002327743,62.58958579117555,222.8669756232748,152.0,148.63269777774585,3649,MUY ALTO,2,OPERATIVO,,,,0.0035451558618479,0.0245908971185764,0.9718639470195756
LED-01265,2023-02-18,26136,55.98,46684,6534,18.39418922866217,65.57316656925619,221.29040562045148,856.0,860.3677652953444,20548,BAJO,4,OPERATIVO,,,,0.0,0.0,1.0
LED-01266,2019-12-11,54096,135.18,40016,13524,22.246872274307805,41.55057039733396,218.95121695099957,-587.0,,-14080,REEMPLAZADO,0,REEMPLAZADO,2023-12-28,2023-12-29,FALLA,0.0,0.0,0.0
LED-01267,2023-01-23,26760,70.22,38109,6690,22.136967104906645,62.90831438842476,220.68399455999716,473.0,477.3981150613889,11349,MEDIO,3,OPERATIVO,,,,0.0,0.0,1.0
LED-01268,2021-06-21,40704,83.11,48977,10176,18.90479791539058,44.68994315178516,220.62220235269865,345.0,364.1340996593781,8273,MEDIO,2,OPERATIVO,,,,0.0,0.0098544698544698,0.9901455301455302
